,X223044_at
0,11.2456380833138
1,10.7448581153886
2,10.9355807644939
3,10.596482000438
4,10.6251809809063
5,11.0721197402122
6,9.61841101511001
7,5.59287295931424
8,7.9800255024669
9,11.4508923985509
10,9.81918482329097
11,10.4353913325019
12,10.7736456105286
13,7.16115744184608
14,11.2602582292802
15,5.82777574529543
16,10.2901471665299
17,10.2130719422415
18,11.5578938389309
19,8.37935216166639
20,8.26389519393791
21,9.92657908263667
22,9.08163110095436
23,12.0648786465339
24,11.1379019324706
25,9.42726707142245
26,8.49812164434804
27,9.07138117866508
28,9.83815768151826
29,11.8759439097827
30,9.70275722592605
31,11.8793049963754
32,12.3774002144465
33,11.0136969475452
34,8.70969577938741
35,10.0419305337833
36,7.46658487927814
37,10.0781092899748
38,10.9118302055378
39,10.3191069714905
40,9.92316697093995
41,11.2310663678459
42,8.16722202867689
43,12.2875505828645
44,8.96401846320615
45,12.9355529677825
46,9.68258547215306
47,10.9386066185832
48,11.1291884292527
49,9.81158022623928
50,10.3221983483014
51,9.8262926735542
52,11.121544453572
53,10.7434526464204
54,10.9017716365872
55,7.39342451322832
56,9.94161276445645
57,9.15750120795545
58,11.8766845924973
59,8.26012842481585
60,10.6185237149143
61,11.4017884393746
62,9.05637248107322
63,11.2339590211104
64,11.4969981826271
65,9.76264680672599
66,11.8200706982398
67,10.3639716796265
68,11.6623918123127
69,8.40721433583343
70,10.4766635488914
71,10.9426684435325
72,11.6982403615621
73,11.3681208071739
74,10.2240861926625
75,10.1372773155122
76,13.3040716448792
77,12.5414732554335
78,10.3058941108242
79,9.71576530555082
80,11.1253578157466
81,12.0004388590009
82,12.0114777850078
83,9.34000173264938
84,10.6611011582992
85,10.50512222543
86,9.67948966550329
87,9.83287746417674
88,11.9556080809572
89,11.2741207435414
90,11.7955077735262
91,6.13119167111773
92,4.79621672389476
93,4.73529067108098
94,5.28022551078934
95,5.93512019427936
96,5.74570008608532
97,4.96651545697993
98,9.71775118072572
99,5.53508438947541
100,10.7324384396729
101,5.337511646496
102,6.20183890208865
103,7.83813256602957
104,4.82927487307386
105,8.63876112487053
106,8.4100614013485
107,5.26471989534776
108,5.10842860642607
109,7.03916958946375
110,9.4418230097693
111,8.94862447642839
112,10.2865072809081
113,7.14765257710717
114,6.40538102100531
115,4.87073655441248
116,4.94610080846626
117,9.77581538540347
118,5.44665521679522
119,9.49823916556172
120,9.50269867232705
121,8.01406191090647
122,6.34026596627844
123,8.47425585815982
124,8.35957635552971
125,7.75151705334835
126,9.76087134618731
127,7.82870407428631
128,6.98640084692899
129,6.93292411125546
130,9.05851522371533
131,5.53431102379084
132,8.13194461283247
133,7.24072731321291
134,5.88963325564304
135,5.72919975981872
136,5.9965796656516
137,5.44129514662957
138,6.13259426948919
139,6.50634285943228
140,9.59914592261287
141,4.91452173000422
142,6.14492860852531
143,11.0684669232075
144,10.3902903192823
145,6.95636628361146
146,8.33043036816711
147,7.568683723143
148,6.88404030320237
149,6.08967291521929
150,4.92744636364553
151,9.09798214576869
152,9.79874140163322
153,5.90538265224482
154,7.39806769773441
155,9.81148757917317
156,6.69183063665935
157,10.5421805272442
158,8.20523916910767
159,8.23461931888278
160,9.62014571815078
161,5.0371928287929
162,6.0621343058171
163,10.6938145180439
164,5.32687175728256
165,6.24443327762152
166,5.86311919447785
167,5.03017706097133
168,6.99947017564111
169,7.20014796432924
170,8.3560045355877
171,5.80786031761946
172,5.91824032005144
173,6.60560640270794
174,6.12758322976996
175,8.77406769700582
176,8.9740180610326
177,5.73005170601734
178,7.81423015080423
179,6.39581169194396
180,7.47540312092739
181,10.5776032659413
182,5.3242528916476
183,8.23436848652974
184,7.60889937397975
185,9.00808515319637
186,6.08984356048926
187,5.87127694515424
188,11.2097006413068
189,11.5347044703573
190,7.83952714156964
191,11.2427803069744
192,9.96016263648679
193,10.916413516187
194,10.8354104733579
195,9.77234342168991
196,9.15511544765469
197,11.4890011313522
198,9.64897675528864
199,12.282095385887
200,10.7040799999365
201,9.23881274823286
202,8.03918769251839
203,10.1400243899293
204,9.839730666881
205,10.0996903017885
206,10.3455458025465
207,10.8807948617674
208,11.1088381047826
209,9.80101878974188
210,12.4036449252447
211,10.6106313972638
212,12.411721210507
213,10.6970226380767
214,10.6471170184357
215,10.5768476515938
216,9.95138340794411
217,11.4132581369357
218,11.1637652909927
219,10.4472881460223
220,11.1732868952744
221,10.3856584720584
222,11.4984283839479
223,11.2844689854963
224,10.6134066201398
225,11.203025579117
226,11.5990702761616
227,10.009151550686
228,9.2052794731948
229,10.8077216861953
230,10.2754344284542
231,9.60139659905997
232,11.1838377427419
233,11.2669752256763
234,8.70556071711428
235,9.90014669456141
236,6.78635290857259
237,11.039536653952
238,8.72702384395091
239,8.70917902257806
240,10.9200338416801
241,10.9156424918067
242,11.2215042939495
243,10.3990348071995
244,9.81356995858635
245,12.8788441009888
246,10.9907510614609
247,11.3553786374322
248,11.6987333789623
249,7.05890992354672
250,10.6765654453269
251,10.7852155703534
252,11.1317951949273
253,11.8100623063011
254,9.95745346455341
255,8.77333828623755
256,9.95068410595221
257,9.16862693674337
258,9.46946064395138
259,12.8832330645858
260,9.84484077281857
261,9.54945194491726
262,9.41417607968028
263,11.7449577643584
264,10.1777132684846
265,9.99645432046816
266,11.2206638561928
267,8.80978794795357
268,11.1317034927998
269,9.88056060683196
270,9.64777013686845
271,10.5641136122256
272,10.0762327907711
273,10.5178507120087
274,9.93249252975298
275,12.1420017409419
276,7.70374170036897
277,10.6435210236906
278,9.47825323246089
279,8.73425623680595
280,11.4459945779255
281,12.201842111343
282,8.69236726112703
283,10.1096137108511
284,9.11481061248119
285,11.0377731967655
286,9.99526262733747
287,10.0281109826968
288,9.55170823314039
289,11.3371473096487
290,10.193218402408
291,9.85418824731499
292,9.91689668505566
293,9.36558241849765
294,11.6991370361107
295,8.22211431600027
296,11.7306883516653
297,9.54759742154168
298,9.19453203454154
299,7.89149762302575
300,10.8141588921967
301,10.3519345735616
302,11.0118937227981
303,10.9158128211089
304,12.1762102254845
305,11.5279320449853
306,12.0512188469029
307,11.8162984786186
308,11.8425956381558
309,9.96936539546764
310,12.3762471736537
311,11.1918785840467
312,10.0186346606149
313,10.2559244454971
314,10.5239263637117
315,10.628634383604
316,12.7774493851297
317,12.7241394129686
318,10.9960897671499
319,9.70222095717416
320,11.6173727490664
321,8.40672224988639
322,9.4989039024829
323,10.7538213180328
324,11.6133109512284
325,11.1165298621763
326,11.7284392352338
327,9.69358009612352
328,10.6689230425492
329,10.1846511530477
330,12.6063327847602
331,6.15278558083755
332,7.9283326013382
333,8.2411137294113
334,10.6628076815079
335,9.56257406591742
336,9.56445239226245
337,11.4248593185399
338,12.4041349844618
339,8.79143510439517
340,9.95205687006244
341,10.5451932485588
342,10.8252326229467
343,9.64845322831899
344,7.62866971781325
345,10.044195591283
346,5.30460131194481
347,8.94990892594811
348,11.1142579407974
349,10.5161936216805
350,10.4037266966348
351,5.22674302922252
352,11.2667691839208
353,12.3576004474824
354,12.1584493653986
355,11.2061741662384
356,9.53571352527246
357,10.9137826280425
358,11.1474620908656
359,11.7885014140499
360,11.5194174803589
361,11.4777020103825
362,12.2821729104234
363,10.0634473464648
364,10.7034224455941
365,9.7368208538116
366,11.1988724821923
367,11.8742766484545
368,11.7257029223262
369,9.83147442652085
370,12.7355035603392
371,10.9344656080347
372,10.9811783633453
373,6.39278725643796
374,9.66328348476388
375,11.7767912753734
376,12.3202699013624
377,10.1416851878567
378,10.1568617771689
379,11.7202473288937
380,10.6361096209744
381,11.5697176712639
382,10.2982184201381
383,11.8829406911059
384,10.7994450820936
385,12.0092502479059
386,11.8617929306842
387,11.2106919491245
388,12.5628130557007
389,11.9608642585393
390,9.42102430646199
391,9.83038681447844
392,8.33382625992973
393,10.2524281099107
394,11.2067247633474
395,10.2159966373296
396,11.6709275301725
397,9.12935778739079
398,10.8917940830673
399,12.5008721268866
400,9.23626250175382
401,12.3376099102767
402,10.8140025725539
403,8.44605064726853
404,7.05227952456112
405,11.6353321664169
406,10.1075135140227
407,11.5269122951951
408,12.2400024716477
409,10.1375865396079
410,12.3215116425435
411,9.3572023633086
412,11.611776602855
413,7.86445801428727
414,12.395232696617
415,11.3343913713006
416,10.3664407166079
417,8.66592042477123
418,8.11586924393781
419,10.7524675496986
420,11.2882932333664
421,10.5570156810067
422,10.8387580437461
423,10.9710628532648
424,10.3464925757689
425,11.4064348430511
426,12.2379674118425
427,10.731712280267
428,10.8994529530405
429,11.2848799593333
430,11.3101735673354
431,10.6844527472874
432,12.4047378174173
433,8.51359054275785
434,10.0257190952325
435,10.7106635218262
436,8.65612239237262
437,9.26153571889993
438,10.5688242287663
439,10.7258416080748
440,7.78989404022627
441,10.9754459531438
442,11.0656274708611
443,10.6923603118691
444,10.5699552256539
445,10.7500243715856
446,10.9030218716067
